playerName,seasonStartYear,salary,inflationAdjSalary
Michael Jordan,1996,"$30,140,000","$52,258,566"
Horace Grant,1996,"$14,857,000","$25,759,971"
Reggie Miller,1996,"$11,250,000","$19,505,934"
Shaquille O'Neal,1996,"$10,714,000","$18,576,585"
Gary Payton,1996,"$10,212,000","$17,706,187"
David Robinson,1996,"$9,952,000","$17,255,383"
Juwan Howard,1996,"$9,750,000","$16,905,143"
Hakeem Olajuwon,1996,"$9,655,000","$16,740,426"
Alonzo Mourning,1996,"$9,380,000","$16,263,615"
Dennis Rodman,1996,"$9,000,000","$15,604,747"
Dikembe Mutombo,1996,"$8,013,000","$13,893,427"
Chris Webber,1996,"$8,000,000","$13,870,887"
Otis Thorpe,1996,"$7,000,000","$12,137,026"
Latrell Sprewell,1996,"$7,000,000","$12,137,026"
Elden Campbell,1996,"$7,000,000","$12,137,026"
Kevin Johnson,1996,"$7,000,000","$12,137,026"
Danny Manning,1996,"$6,833,000","$11,847,471"
Derrick Coleman,1996,"$6,739,000","$11,684,488"
Anfernee Hardaway,1996,"$6,655,000","$11,538,844"
Dale Davis,1996,"$6,508,000","$11,283,966"
John Stockton,1996,"$6,000,000","$10,403,165"
Clyde Drexler,1996,"$5,500,000","$9,536,234"
Sean Elliott,1996,"$5,333,000","$9,246,680"
Dino Radja,1996,"$5,313,000","$9,212,002"
Antonio Davis,1996,"$5,200,000","$9,016,076"
Shawn Bradley,1996,"$5,130,000","$8,894,706"
Grant Hill,1996,"$5,025,000","$8,712,650"
Larry Johnson,1996,"$5,004,000","$8,676,239"
Tom Gugliotta,1996,"$5,000,000","$8,669,304"
Allan Houston,1996,"$5,000,000","$8,669,304"
A.C. Green,1996,"$4,851,000","$8,410,959"
Vlade Divac,1996,"$4,718,000","$8,180,355"
Charles Barkley,1996,"$4,695,000","$8,140,476"
Karl Malone,1996,"$4,657,000","$8,074,590"
Danny Ferry,1996,"$4,643,000","$8,050,316"
Glenn Robinson,1996,"$4,640,000","$8,045,114"
Christian Laettner,1996,"$4,500,000","$7,802,373"
Steve Smith,1996,"$4,500,000","$7,802,373"
Jason Kidd,1996,"$4,408,000","$7,642,858"
Kenny Anderson,1996,"$4,175,000","$7,238,869"
John Williams,1996,"$4,151,000","$7,197,256"
Harvey Grant,1996,"$4,111,000","$7,127,902"
Chris Dudley,1996,"$4,100,000","$7,108,829"
Glen Rice,1996,"$4,002,000","$6,938,911"
Rik Smits,1996,"$4,000,000","$6,935,443"
Brian Shaw,1996,"$4,000,000","$6,935,443"
Toni Kukoc,1996,"$3,960,000","$6,866,089"
Jim Jackson,1996,"$3,900,000","$6,762,057"
Ron Harper,1996,"$3,840,000","$6,658,025"
Jamal Mashburn,1996,"$3,833,000","$6,645,888"
Kendall Gill,1996,"$3,800,000","$6,588,671"
Nick Anderson,1996,"$3,790,000","$6,571,332"
Billy Owens,1996,"$3,773,000","$6,541,857"
Vin Baker,1996,"$3,765,000","$6,527,986"
Rony Seikaly,1996,"$3,752,000","$6,505,446"
Isaiah Rider,1996,"$3,610,000","$6,259,237"
Sherman Douglas,1996,"$3,594,000","$6,231,496"
Mitch Richmond,1996,"$3,575,000","$6,198,552"
Charles Smith,1996,"$3,557,000","$6,167,343"
Tyrone Hill,1996,"$3,480,000","$6,033,835"
Wayman Tisdale,1996,"$3,475,000","$6,025,166"
Mark Price,1996,"$3,409,000","$5,910,731"
Dana Barros,1996,"$3,400,000","$5,895,126"
Bryant Stith,1996,"$3,400,000","$5,895,126"
Donyell Marshall,1996,"$3,360,000","$5,825,772"
Detlef Schrempf,1996,"$3,333,000","$5,778,958"
Shawn Kemp,1996,"$3,300,000","$5,721,740"
Clarence Weatherspoon,1996,"$3,300,000","$5,721,740"
LaPhonso Ellis,1996,"$3,294,000","$5,711,337"
Dee Brown,1996,"$3,250,000","$5,635,047"
Stanley Roberts,1996,"$3,250,000","$5,635,047"
Calbert Cheaney,1996,"$3,200,000","$5,548,354"
Lionel Simmons,1996,"$3,194,000","$5,537,951"
Olden Polynice,1996,"$3,140,000","$5,444,323"
Loy Vaught,1996,"$3,100,000","$5,374,968"
Mahmoud Abdul-Rauf,1996,"$3,100,000","$5,374,968"
Sharone Wright,1996,"$3,100,000","$5,374,968"
Joe Dumars,1996,"$3,075,000","$5,331,622"
Bobby Hurley,1996,"$3,068,000","$5,319,485"
Chris Gatling,1996,"$3,047,000","$5,283,074"
Rod Strickland,1996,"$3,036,000","$5,264,001"
Derrick McKey,1996,"$3,000,000","$5,201,582"
Patrick Ewing,1996,"$3,000,000","$5,201,582"
Jim McIlvaine,1996,"$3,000,000","$5,201,582"
Dennis Scott,1996,"$3,000,000","$5,201,582"
Clifford Robinson,1996,"$2,924,000","$5,069,809"
Todd Day,1996,"$2,915,000","$5,054,204"
Mark Jackson,1996,"$2,900,000","$5,028,196"
Stojko Vrankovic,1996,"$2,900,000","$5,028,196"
Ken Norman,1996,"$2,869,000","$4,974,446"
Chris Mullin,1996,"$2,844,000","$4,931,100"
Mookie Blaylock,1996,"$2,800,000","$4,854,810"
Joe Smith,1996,"$2,794,000","$4,844,407"
Luc Longley,1996,"$2,790,000","$4,837,471"
Anthony Mason,1996,"$2,777,000","$4,814,931"
Sam Perkins,1996,"$2,730,000","$4,733,440"
Pooh Richardson,1996,"$2,721,000","$4,717,835"
Robert Pack,1996,"$2,700,000","$4,681,424"
Lamond Murray,1996,"$2,700,000","$4,681,424"
Felton Spencer,1996,"$2,694,000","$4,671,021"
Arvydas Sabonis,1996,"$2,640,000","$4,577,392"
Hersey Hawkins,1996,"$2,604,000","$4,514,973"
Charles Oakley,1996,"$2,600,000","$4,508,038"
Chris Childs,1996,"$2,600,000","$4,508,038"
Antonio McDyess,1996,"$2,545,000","$4,412,675"
Sarunas Marciulionis,1996,"$2,500,000","$4,334,652"
Tim Hardaway,1996,"$2,500,000","$4,334,652"
Chris Morris,1996,"$2,500,000","$4,334,652"
Stacey Augmon,1996,"$2,480,000","$4,299,974"
Micheal Williams,1996,"$2,475,000","$4,291,305"
Terry Mills,1996,"$2,457,000","$4,260,096"
Marcus Camby,1996,"$2,434,000","$4,220,217"
BJ Armstrong,1996,"$2,400,000","$4,161,266"
Cedric Ceballos,1996,"$2,400,000","$4,161,266"
Scott Williams,1996,"$2,400,000","$4,161,266"
Jeff Hornacek,1996,"$2,396,000","$4,154,330"
Gheorghe Muresan,1996,"$2,363,000","$4,097,113"
Dan Majerle,1996,"$2,350,000","$4,074,573"
Andrew Lang,1996,"$2,332,000","$4,043,363"
Armen Gilliam,1996,"$2,317,000","$4,017,355"
Terry Davis,1996,"$2,300,000","$3,987,880"
Antoine Carr,1996,"$2,300,000","$3,987,880"
Jerry Stackhouse,1996,"$2,286,000","$3,963,605"
Kevin Edwards,1996,"$2,280,000","$3,953,202"
Rodney Rogers,1996,"$2,280,000","$3,953,202"
Allen Iverson,1996,"$2,267,000","$3,930,662"
Grant Long,1996,"$2,260,000","$3,918,525"
Jayson Williams,1996,"$2,250,000","$3,901,186"
Scottie Pippen,1996,"$2,250,000","$3,901,186"
John Salley,1996,"$2,225,000","$3,857,840"
Duane Causwell,1996,"$2,215,000","$3,840,501"
Shareef Abdur-Rahim,1996,"$2,186,000","$3,790,219"
Doug West,1996,"$2,155,000","$3,736,470"
Blue Edwards,1996,"$2,100,000","$3,641,107"
George Lynch,1996,"$2,090,000","$3,623,769"
Rasheed Wallace,1996,"$2,060,000","$3,571,753"
Chuck Person,1996,"$2,060,000","$3,571,753"
Reggie Williams,1996,"$2,048,000","$3,550,947"
Vinny Del Negro,1996,"$2,023,000","$3,507,600"
Mark West,1996,"$2,000,000","$3,467,721"
Vincent Askew,1996,"$2,000,000","$3,467,721"
PJ Brown,1996,"$2,000,000","$3,467,721"
Elliot Perry,1996,"$2,000,000","$3,467,721"
Adam Keefe,1996,"$1,950,000","$3,381,028"
Stephon Marbury,1996,"$1,917,000","$3,323,811"
John Starks,1996,"$1,913,000","$3,316,875"
Terry Dehere,1996,"$1,905,000","$3,303,004"
Nick Van Exel,1996,"$1,900,000","$3,294,335"
Sasha Danilovic,1996,"$1,892,000","$3,280,464"
Greg Anthony,1996,"$1,875,000","$3,250,989"
Dell Curry,1996,"$1,830,000","$3,172,965"
Bobby Phills,1996,"$1,808,000","$3,134,820"
Greg Minor,1996,"$1,800,000","$3,120,949"
Eddie Jones,1996,"$1,800,000","$3,120,949"
Ray Allen,1996,"$1,785,000","$3,094,941"
Don MacLean,1996,"$1,780,000","$3,086,272"
Terry Porter,1996,"$1,775,000","$3,077,603"
Pervis Ellison,1996,"$1,760,000","$3,051,595"
Khalid Reeves,1996,"$1,752,000","$3,037,724"
Rick Fox,1996,"$1,750,000","$3,034,256"
Malik Sealy,1996,"$1,732,000","$3,003,047"
Lindsey Hunter,1996,"$1,715,000","$2,973,571"
Robert Horry,1996,"$1,703,000","$2,952,765"
Donald Royal,1996,"$1,700,000","$2,947,563"
Tracy Murray,1996,"$1,700,000","$2,947,563"
Bryant Reeves,1996,"$1,695,000","$2,938,894"
Kevin Garnett,1996,"$1,666,000","$2,888,612"
Ervin Johnson,1996,"$1,636,000","$2,836,596"
Antoine Walker,1996,"$1,620,000","$2,808,854"
Dale Ellis,1996,"$1,600,000","$2,774,177"
Brent Price,1996,"$1,600,000","$2,774,177"
Popeye Jones,1996,"$1,581,000","$2,741,234"
Muggsy Bogues,1996,"$1,575,000","$2,730,830"
Michael Smith,1996,"$1,570,000","$2,722,161"
Matt Geiger,1996,"$1,562,000","$2,708,290"
Jalen Rose,1996,"$1,560,000","$2,704,822"
Carl Herrera,1996,"$1,550,000","$2,687,484"
Damon Stoudamire,1996,"$1,547,000","$2,682,282"
Will Perdue,1996,"$1,544,000","$2,677,081"
Anthony Peeler,1996,"$1,540,000","$2,670,145"
Frank Brickowski,1996,"$1,500,000","$2,600,791"
Kevin Willis,1996,"$1,500,000","$2,600,791"
Lorenzen Wright,1996,"$1,480,000","$2,566,114"
Michael Cage,1996,"$1,473,000","$2,553,977"
Kenny Gattison,1996,"$1,450,000","$2,514,098"
Yinka Dare,1996,"$1,448,000","$2,510,630"
Marty Conlon,1996,"$1,447,500","$2,509,763"
Shawn Respert,1996,"$1,417,000","$2,456,880"
Bimbo Coles,1996,"$1,400,000","$2,427,405"
Mario Elie,1996,"$1,400,000","$2,427,405"
Eric Piatkowski,1996,"$1,363,000","$2,363,252"
Kerry Kittles,1996,"$1,356,000","$2,351,115"
Nate McMillan,1996,"$1,355,000","$2,349,381"
Doug Christie,1996,"$1,355,000","$2,349,381"
Brooks Thompson,1996,"$1,332,300","$2,310,022"
Greg Graham,1996,"$1,330,000","$2,306,034"
Terrell Brandon,1996,"$1,312,000","$2,274,825"
Ed O'Bannon,1996,"$1,303,000","$2,259,220"
Randy Brown,1996,"$1,300,000","$2,254,019"
Derek Harper,1996,"$1,300,000","$2,254,019"
Hubert Davis,1996,"$1,295,000","$2,245,349"
Brian Grant,1996,"$1,293,000","$2,241,882"
Eric Montross,1996,"$1,280,000","$2,219,341"
Samaki Walker,1996,"$1,246,000","$2,160,390"
Kurt Thomas,1996,"$1,238,000","$2,146,519"
Scott Burrell,1996,"$1,235,000","$2,141,318"
Chris Mills,1996,"$1,235,000","$2,141,318"
Sam Cassell,1996,"$1,235,000","$2,141,318"
Corie Blount,1996,"$1,235,000","$2,141,318"
James Robinson,1996,"$1,235,000","$2,141,318"
Rex Walters,1996,"$1,235,000","$2,141,318"
Joe Kleine,1996,"$1,235,000","$2,141,318"
Acie Earl,1996,"$1,235,000","$2,141,318"
Johnny Newman,1996,"$1,225,000","$2,123,979"
Ricky Pierce,1996,"$1,200,000","$2,080,633"
Eddie Johnson,1996,"$1,200,000","$2,080,633"
Sean Rooks,1996,"$1,200,000","$2,080,633"
Sam Mitchell,1996,"$1,200,000","$2,080,633"
Lucious Harris,1996,"$1,200,000","$2,080,633"
Kevin Gamble,1996,"$1,196,000","$2,073,697"
Buck Williams,1996,"$1,193,000","$2,068,496"
Erick Dampier,1996,"$1,184,000","$2,052,891"
Gary Trent,1996,"$1,176,000","$2,039,020"
Jon Koncak,1996,"$1,150,000","$1,993,940"
Mark Bryant,1996,"$1,150,000","$1,993,940"
Carlos Rogers,1996,"$1,144,000","$1,983,536"
Todd Fuller,1996,"$1,125,000","$1,950,593"
Bill Curley,1996,"$1,123,000","$1,947,125"
Tony Dumas,1996,"$1,120,000","$1,941,924"
Cherokee Parks,1996,"$1,117,000","$1,936,722"
George McCloud,1996,"$1,100,000","$1,907,246"
Lee Mayberry,1996,"$1,100,000","$1,907,246"
Haywoode Workman,1996,"$1,080,000","$1,872,569"
Tom Hammonds,1996,"$1,070,000","$1,855,231"
Vitaly Potapenko,1996,"$1,068,000","$1,851,763"
Corliss Williamson,1996,"$1,051,000","$1,822,287"
Dickey Simpkins,1996,"$1,040,000","$1,803,215"
Duane Ferrell,1996,"$1,040,000","$1,803,215"
Clifford Rozier,1996,"$1,040,000","$1,803,215"
Wesley Person,1996,"$1,040,000","$1,803,215"
Aaron McKie,1996,"$1,040,000","$1,803,215"
Avery Johnson,1996,"$1,040,000","$1,803,215"
Monty Williams,1996,"$1,040,000","$1,803,215"
B.J. Tyler,1996,"$1,040,000","$1,803,215"
Kobe Bryant,1996,"$1,015,000","$1,759,868"
Eric Williams,1996,"$1,008,000","$1,747,731"
Bill Wennington,1996,"$1,000,000","$1,733,860"
Robert Parish,1996,"$1,000,000","$1,733,860"
Vernon Maxwell,1996,"$1,000,000","$1,733,860"
Jamie Watson,1996,"$1,000,000","$1,733,860"
Eric Mobley,1996,"$992,000","$1,719,989"
Brent Barry,1996,"$958,000","$1,661,038"
Lorenzo Williams,1996,"$940,000","$1,629,829"
Steve Nash,1996,"$916,000","$1,588,216"
Alan Henderson,1996,"$910,000","$1,577,813"
Charlie Ward,1996,"$888,000","$1,539,668"
Tony Delk,1996,"$870,000","$1,508,458"
Bob Sura,1996,"$864,000","$1,498,055"
Jermaine O'Neal,1996,"$827,000","$1,433,902"
Theo Ratliff,1996,"$821,000","$1,423,499"
Zan Tabak,1996,"$800,000","$1,387,088"
John Wallace,1996,"$785,000","$1,361,080"
Randolph Childress,1996,"$784,000","$1,359,346"
Herb Williams,1996,"$757,000","$1,312,532"
Steve Kerr,1996,"$750,000","$1,300,395"
Chris Carr,1996,"$750,000","$1,300,395"
Walter McCarty,1996,"$750,000","$1,300,395"
Michael Finley,1996,"$723,000","$1,253,581"
Zydrunas Ilgauskas,1996,"$720,000","$1,248,379"
Jason Caffey,1996,"$700,000","$1,213,702"
Pete Chilcutt,1996,"$700,000","$1,213,702"
George Zidek,1996,"$694,000","$1,203,299"
Dontae' Jones,1996,"$691,000","$1,198,097"
Travis Best,1996,"$666,000","$1,154,751"
Roy Rogers,1996,"$664,000","$1,151,283"
Keith Askins,1996,"$650,000","$1,127,009"
Loren Meyer,1996,"$639,000","$1,107,937"
Dwayne Schintzius,1996,"$625,000","$1,083,663"
David Vaughn,1996,"$614,000","$1,064,590"
Derek Fisher,1996,"$612,000","$1,061,122"
Bo Outlaw,1996,"$600,000","$1,040,316"
Mitchell Butler,1996,"$600,000","$1,040,316"
Greg Anderson,1996,"$584,000","$1,012,574"
Danny Schayes,1996,"$575,000","$996,970"
Greg Ostertag,1996,"$573,000","$993,502"
Jerome Williams,1996,"$568,000","$984,832"
David Wingate,1996,"$560,000","$970,962"
Mario Bennett,1996,"$555,000","$962,292"
Brian Evans,1996,"$551,000","$955,357"
Priest Lauderdale,1996,"$548,000","$950,155"
Cory Alexander,1996,"$521,000","$903,341"
Antonio Lang,1996,"$520,000","$901,607"
David Benoit,1996,"$508,000","$880,801"
Alton Lister,1996,"$500,000","$866,930"
Jud Buechler,1996,"$500,000","$866,930"
Gary Grant,1996,"$500,000","$866,930"
Chucky Brown,1996,"$500,000","$866,930"
Sherell Ford,1996,"$500,000","$866,930"
Dontonio Wingfield,1996,"$500,000","$866,930"
Brad Lohaus,1996,"$485,000","$840,922"
Donny Marshall,1996,"$450,000","$780,237"
Tim Legler,1996,"$450,000","$780,237"
Greg Foster,1996,"$420,000","$728,221"
Darrell Armstrong,1996,"$410,000","$710,882"
Martin Muursepp,1996,"$401,000","$695,278"
Don Reid,1996,"$400,000","$693,544"
Michael Curry,1996,"$400,000","$693,544"
Rick Mahorn,1996,"$400,000","$693,544"
Joe Wolf,1996,"$400,000","$693,544"
Chris Whitney,1996,"$400,000","$693,544"
Bryon Russell,1996,"$385,000","$667,536"
Darrick Martin,1996,"$375,000","$650,197"
Craig Ehlo,1996,"$360,000","$624,189"
David Wesley,1996,"$350,000","$606,851"
Jimmy King,1996,"$330,000","$572,174"
Lawrence Moten,1996,"$321,000","$556,569"
Shane Heal,1996,"$320,000","$554,835"
Shawnelle Scott,1996,"$300,000","$520,158"
Ed Pinckney,1996,"$300,000","$520,158"
Howard Eisley,1996,"$298,000","$516,690"
Fred Hoiberg,1996,"$297,000","$514,956"
Rafael Addison,1996,"$290,000","$502,819"
Andrew DeClercq,1996,"$276,000","$478,545"
Steve Scheffler,1996,"$275,000","$476,811"
Xavier McDaniel,1996,"$254,000","$440,400"
Anthony Goldwire,1996,"$250,000","$433,465"
Jon Barry,1996,"$247,500","$429,130"
Eldridge Recasner,1996,"$247,500","$429,130"
Tyrone Corbin,1996,"$247,500","$429,130"
Donnie Boyce,1996,"$247,500","$429,130"
Ivano Newbill,1996,"$247,500","$429,130"
Willie Burton,1996,"$247,500","$429,130"
Tony Massenburg,1996,"$247,500","$429,130"
Tony Smith,1996,"$247,500","$429,130"
Carl Thomas,1996,"$247,500","$429,130"
Oliver Miller,1996,"$247,500","$429,130"
Fred Roberts,1996,"$247,500","$429,130"
Greg Dreiling,1996,"$247,500","$429,130"
Keith Jennings,1996,"$247,500","$429,130"
LaSalle Thompson,1996,"$247,500","$429,130"
Litterial Green,1996,"$247,500","$429,130"
Lou Roe,1996,"$247,500","$429,130"
Mike Peplowski,1996,"$247,500","$429,130"
Matt Bullard,1996,"$247,500","$429,130"
Matt Maloney,1996,"$247,500","$429,130"
Othella Harrington,1996,"$247,500","$429,130"
Sam Mack,1996,"$247,500","$429,130"
Charles Jones,1996,"$247,500","$429,130"
Tracy Moore,1996,"$247,500","$429,130"
Brent Scott,1996,"$247,500","$429,130"
Jerome Allen,1996,"$247,500","$429,130"
Kevin Duckworth,1996,"$247,500","$429,130"
Jerome Kersey,1996,"$247,500","$429,130"
Byron Scott,1996,"$247,500","$429,130"
Rumeal Robinson,1996,"$247,500","$429,130"
Doug Edwards,1996,"$247,500","$429,130"
Rich Manning,1996,"$247,500","$429,130"
Isaac Austin,1996,"$247,500","$429,130"
Mark Strickland,1996,"$247,500","$429,130"
Voshon Lenard,1996,"$247,500","$429,130"
Tony Farmer,1996,"$247,500","$429,130"
David Wood,1996,"$247,500","$429,130"
Dean Garrett,1996,"$247,500","$429,130"
Chris Jent,1996,"$247,500","$429,130"
Eric Leckner,1996,"$247,500","$429,130"
Scott Brooks,1996,"$247,500","$429,130"
Antonio Harvey,1996,"$247,500","$429,130"
Eric Snow,1996,"$247,500","$429,130"
Larry Stewart,1996,"$247,500","$429,130"
Gerald Wilkins,1996,"$247,500","$429,130"
Derek Strong,1996,"$247,500","$429,130"
Doug Overton,1996,"$247,500","$429,130"
Mark Bradtke,1996,"$247,500","$429,130"
Mark Davis,1996,"$247,500","$429,130"
Rex Chapman,1996,"$247,500","$429,130"
Darrin Hancock,1996,"$247,500","$429,130"
Reggie Jordan,1996,"$247,500","$429,130"
Tyus Edney,1996,"$247,500","$429,130"
Kevin Salvadori,1996,"$247,500","$429,130"
Dominique Wilkins,1996,"$247,500","$429,130"
Walt Williams,1996,"$247,500","$429,130"
Ben Wallace,1996,"$247,500","$429,130"
Jaren Jackson Jr,1996,"$247,500","$429,130"
Ashraf Amaya,1996,"$247,500","$429,130"
Matt Fish,1996,"$247,500","$429,130"
Mark Hendrickson,1996,"$247,000","$428,263"
Brett Szabo,1996,"$220,000","$381,449"
Steve Hamer,1996,"$220,000","$381,449"
Malik Rose,1996,"$220,000","$381,449"
Carlos Strong,1996,"$220,000","$381,449"
Reggie Geary,1996,"$220,000","$381,449"
Erick Strickland,1996,"$220,000","$381,449"
Darvin Ham,1996,"$220,000","$381,449"
Marcus Mann,1996,"$220,000","$381,449"
Ray Owes,1996,"$220,000","$381,449"
Emanual Davis,1996,"$220,000","$381,449"
Randy Livingston,1996,"$220,000","$381,449"
Travis Knight,1996,"$220,000","$381,449"
Chris Robinson,1996,"$220,000","$381,449"
James Scott,1996,"$220,000","$381,449"
Virginijus Praskevicius,1996,"$220,000","$381,449"
Amal McCaskill,1996,"$220,000","$381,449"
Ben Davis,1996,"$220,000","$381,449"
Marcus Brown,1996,"$220,000","$381,449"
Donald Whiteside,1996,"$220,000","$381,449"
Shandon Anderson,1996,"$220,000","$381,449"
Earl Cureton,1996,"$205,200","$355,788"
John Long,1996,"$205,200","$355,788"
Kenny Smith,1996,"$190,100","$329,606"
Lloyd Daniels,1996,"$184,100","$319,203"
Henry James,1996,"$181,100","$314,002"
Stephen Howard,1996,"$181,100","$314,002"
Aaron Williams,1996,"$169,000","$293,022"
Robert Werdann,1996,"$166,000","$287,820"
Gaylon Nickerson,1996,"$152,900","$265,107"
Michael Jordan,1997,"$33,140,000","$56,169,715"
Patrick Ewing,1997,"$20,500,000","$34,745,901"
Horace Grant,1997,"$14,285,714","$24,213,171"
Shaquille O'Neal,1997,"$12,857,143","$21,791,854"
David Robinson,1997,"$12,397,440","$21,012,694"
Alonzo Mourning,1997,"$11,254,800","$19,076,008"
Juwan Howard,1997,"$11,250,000","$19,067,872"
Hakeem Olajuwon,1997,"$11,156,000","$18,908,550"
Gary Payton,1997,"$10,514,688","$17,821,576"
Dikembe Mutombo,1997,"$9,615,187","$16,296,992"
Reggie Miller,1997,"$9,031,850","$15,308,281"
Chris Webber,1997,"$9,000,000","$15,254,298"
Shawn Kemp,1997,"$8,600,000","$14,576,329"
Larry Johnson,1997,"$8,460,714","$14,340,250"
Derrick Coleman,1997,"$8,002,800","$13,564,121"
Kevin Johnson,1997,"$8,000,000","$13,559,376"
Latrell Sprewell,1997,"$7,770,000","$13,169,544"
Anfernee Hardaway,1997,"$7,580,000","$12,847,508"
Elden Campbell,1997,"$7,000,000","$11,864,454"
Danny Manning,1997,"$6,833,333","$11,581,966"
Robert Horry,1997,"$6,000,000","$10,169,532"
Allan Houston,1997,"$6,000,000","$10,169,532"
Shawn Bradley,1997,"$5,940,000","$10,067,836"
Grant Hill,1997,"$5,850,000","$9,915,293"
Otis Thorpe,1997,"$5,700,000","$9,661,055"
Glenn Robinson,1997,"$5,510,000","$9,339,020"
Clyde Drexler,1997,"$5,500,000","$9,322,071"
Tom Gugliotta,1997,"$5,500,000","$9,322,071"
Steve Smith,1997,"$5,400,000","$9,152,578"
Sean Elliott,1997,"$5,333,333","$9,039,583"
Dale Davis,1997,"$5,273,333","$8,937,888"
Jason Kidd,1997,"$5,223,333","$8,853,142"
Karl Malone,1997,"$5,118,578","$8,675,590"
John Starks,1997,"$5,112,500","$8,665,288"
A.C. Green,1997,"$5,095,088","$8,635,776"
Christian Laettner,1997,"$5,050,000","$8,559,356"
Kenny Anderson,1997,"$5,010,000","$8,491,559"
Brian Grant,1997,"$5,000,000","$8,474,610"
John Stockton,1997,"$5,000,000","$8,474,610"
Vlade Divac,1997,"$4,833,333","$8,192,122"
Tim Hardaway,1997,"$4,800,000","$8,135,625"
Glen Rice,1997,"$4,702,000","$7,969,523"
Harvey Grant,1997,"$4,671,875","$7,918,463"
Jim Jackson,1997,"$4,600,000","$7,796,641"
Charles Smith,1997,"$4,576,343","$7,756,543"
Ron Harper,1997,"$4,560,000","$7,728,844"
Toni Kukoc,1997,"$4,560,000","$7,728,844"
John Williams,1997,"$4,550,000","$7,711,895"
Dennis Rodman,1997,"$4,500,000","$7,627,149"
Antonio Davis,1997,"$4,500,000","$7,627,149"
Jamal Mashburn,1997,"$4,433,334","$7,514,155"
Kendall Gill,1997,"$4,400,000","$7,457,656"
Sherman Douglas,1997,"$4,297,250","$7,283,503"
Billy Owens,1997,"$4,225,200","$7,161,384"
Isaiah Rider,1997,"$4,210,000","$7,135,621"
Jeff Hornacek,1997,"$4,195,000","$7,110,197"
Tyrone Hill,1997,"$4,110,000","$6,966,129"
Mark Price,1997,"$4,090,920","$6,933,790"
Vin Baker,1997,"$4,064,373","$6,888,795"
Bison Dele,1997,"$4,050,000","$6,864,434"
Bryant Stith,1997,"$4,030,000","$6,830,535"
Rony Seikaly,1997,"$4,002,000","$6,783,077"
Danny Ferry,1997,"$4,000,000","$6,779,688"
Rik Smits,1997,"$4,000,000","$6,779,688"
Nick Anderson,1997,"$4,000,000","$6,779,688"
Donyell Marshall,1997,"$3,990,000","$6,762,738"
PJ Brown,1997,"$3,844,800","$6,516,636"
Brian Shaw,1997,"$3,750,000","$6,355,957"
Stanley Roberts,1997,"$3,750,000","$6,355,957"
Walt Williams,1997,"$3,750,000","$6,355,957"
Lionel Simmons,1997,"$3,716,500","$6,299,177"
Dell Curry,1997,"$3,660,000","$6,203,414"
Chris Gatling,1997,"$3,656,400","$6,197,312"
LaPhonso Ellis,1997,"$3,650,000","$6,186,465"
Olden Polynice,1997,"$3,610,000","$6,118,668"
Derrick McKey,1997,"$3,600,000","$6,101,719"
Jim McIlvaine,1997,"$3,600,000","$6,101,719"
Calbert Cheaney,1997,"$3,600,000","$6,101,719"
Stojko Vrankovic,1997,"$3,580,000","$6,067,820"
Bobby Hurley,1997,"$3,552,000","$6,020,363"
Dee Brown,1997,"$3,500,000","$5,932,227"
Wesley Person,1997,"$3,500,000","$5,932,227"
Nate McMillan,1997,"$3,500,000","$5,932,227"
Sharone Wright,1997,"$3,500,000","$5,932,227"
Anthony Mason,1997,"$3,471,500","$5,883,921"
Rod Strickland,1997,"$3,450,000","$5,847,480"
Dana Barros,1997,"$3,400,000","$5,762,734"
Sam Perkins,1997,"$3,370,000","$5,711,887"
Loy Vaught,1997,"$3,350,000","$5,677,988"
Detlef Schrempf,1997,"$3,333,333","$5,649,739"
Ken Norman,1997,"$3,332,000","$5,647,480"
Mahmoud Abdul-Rauf,1997,"$3,300,000","$5,593,242"
Robert Pack,1997,"$3,240,000","$5,491,547"
Mark Jackson,1997,"$3,200,000","$5,423,750"
Luc Longley,1997,"$3,184,900","$5,398,157"
Joe Smith,1997,"$3,165,160","$5,364,699"
Allen Iverson,1997,"$3,128,640","$5,302,800"
Hersey Hawkins,1997,"$3,124,100","$5,295,105"
Chris Childs,1997,"$3,120,000","$5,288,156"
Arvydas Sabonis,1997,"$3,080,000","$5,220,359"
Mookie Blaylock,1997,"$3,000,000","$5,084,766"
Joe Dumars,1997,"$3,000,000","$5,084,766"
Chris Mills,1997,"$3,000,000","$5,084,766"
Mitch Richmond,1997,"$3,000,000","$5,084,766"
Avery Johnson,1997,"$3,000,000","$5,084,766"
Chris Morris,1997,"$3,000,000","$5,084,766"
Tim Duncan,1997,"$2,967,840","$5,030,257"
Chris Mullin,1997,"$2,941,500","$4,985,613"
Dennis Scott,1997,"$2,920,000","$4,949,172"
Bobby Phills,1997,"$2,900,000","$4,915,273"
Lamond Murray,1997,"$2,900,000","$4,915,273"
Antonio McDyess,1997,"$2,876,640","$4,875,680"
Bryon Russell,1997,"$2,857,144","$4,842,636"
Charles Oakley,1997,"$2,850,000","$4,830,527"
Scott Williams,1997,"$2,850,000","$4,830,527"
Pooh Richardson,1997,"$2,820,710","$4,780,883"
Dan Majerle,1997,"$2,820,000","$4,779,680"
Clarence Weatherspoon,1997,"$2,800,000","$4,745,781"
Stacey Augmon,1997,"$2,800,000","$4,745,781"
