playerName,seasonStartYear,salary,inflationAdjSalary
Brendan Haywood,2007,"$5,000,000","$6,520,119"
Andrew Bogut,2007,"$4,991,520","$6,509,061"
Eduardo Najera,2007,"$4,952,380","$6,458,022"
Damon Stoudamire,2007,"$4,906,438","$6,398,112"
Ben Gordon,2007,"$4,881,669","$6,365,813"
Andrea Bargnani,2007,"$4,838,880","$6,310,015"
John Salmons,2007,"$4,752,000","$6,196,721"
Raja Bell,2007,"$4,750,000","$6,194,113"
Greg Oden,2007,"$4,662,000","$6,079,359"
Rafer Alston,2007,"$4,550,000","$5,933,309"
Alvin Williams,2007,"$4,516,484","$5,889,603"
Kendrick Perkins,2007,"$4,480,912","$5,843,216"
Marvin Williams,2007,"$4,466,040","$5,823,823"
Shaun Livingston,2007,"$4,404,629","$5,743,741"
Kyle Korver,2007,"$4,400,000","$5,737,705"
Trenton Hassell,2007,"$4,350,000","$5,672,504"
Anthony Parker,2007,"$4,350,000","$5,672,504"
LaMarcus Aldridge,2007,"$4,329,360","$5,645,589"
Reggie Evans,2007,"$4,320,000","$5,633,383"
Keith Van Horn,2007,"$4,300,000","$5,607,303"
Aleksandar Pavlovic,2007,"$4,250,000","$5,542,101"
Steve Blake,2007,"$4,250,000","$5,542,101"
Damon Jones,2007,"$4,172,432","$5,440,951"
Kevin Durant,2007,"$4,171,200","$5,439,344"
Bruce Bowen,2007,"$4,125,000","$5,379,098"
Carlos Arroyo,2007,"$4,100,000","$5,346,498"
Deron Williams,2007,"$4,010,640","$5,229,970"
Zaza Pachulia,2007,"$4,000,000","$5,216,095"
Jamaal Magloire,2007,"$4,000,000","$5,216,095"
Luke Walton,2007,"$4,000,000","$5,216,095"
Gordan Giricek,2007,"$4,000,000","$5,216,095"
Travis Outlaw,2007,"$4,000,000","$5,216,095"
Jorge Garbajosa,2007,"$4,000,000","$5,216,095"
Devin Harris,2007,"$3,995,003","$5,209,579"
Marcus Banks,2007,"$3,966,207","$5,172,028"
Darius Songaila,2007,"$3,942,000","$5,140,462"
Dan Dickau,2007,"$3,916,706","$5,107,478"
Adam Morrison,2007,"$3,887,880","$5,069,888"
Bob Sura,2007,"$3,840,000","$5,007,452"
Pat Garrity,2007,"$3,818,750","$4,979,741"
Al Horford,2007,"$3,745,800","$4,884,612"
Amir Johnson,2007,"$3,666,666","$4,781,420"
Josh Childress,2007,"$3,631,449","$4,735,496"
Robert Horry,2007,"$3,630,000","$4,733,606"
Chris Paul,2007,"$3,615,960","$4,715,298"
Fabricio Oberto,2007,"$3,600,000","$4,694,486"
Keyon Dooling,2007,"$3,596,000","$4,689,270"
Tyrus Thomas,2007,"$3,505,320","$4,571,021"
Brian Cook,2007,"$3,500,000","$4,564,083"
Tyronn Lue,2007,"$3,500,000","$4,564,083"
Mickael Pietrus,2007,"$3,470,770","$4,525,967"
Ira Newble,2007,"$3,441,900","$4,488,320"
Kevin Ollie,2007,"$3,441,900","$4,488,320"
Mike Conley,2007,"$3,377,160","$4,403,897"
Luol Deng,2007,"$3,320,339","$4,329,801"
Rasual Butler,2007,"$3,315,000","$4,322,839"
Fred Jones,2007,"$3,300,000","$4,303,279"
Raymond Felton,2007,"$3,274,440","$4,269,948"
Lorenzen Wright,2007,"$3,250,000","$4,238,077"
Chris Duhon,2007,"$3,248,000","$4,235,469"
Steven Hunter,2007,"$3,248,000","$4,235,469"
James Posey,2007,"$3,206,000","$4,180,700"
Shelden Williams,2007,"$3,174,240","$4,139,285"
Michael Doleac,2007,"$3,120,000","$4,068,554"
Trevor Ariza,2007,"$3,100,000","$4,042,474"
Charlie Bell,2007,"$3,100,000","$4,042,474"
Willie Green,2007,"$3,094,000","$4,034,650"
Jeff Green,2007,"$3,058,200","$3,987,966"
Brian Scalabrine,2007,"$3,000,000","$3,912,071"
Chucky Atkins,2007,"$3,000,000","$3,912,071"
Matt Barnes,2007,"$3,000,000","$3,912,071"
Jake Voskuhl,2007,"$3,000,000","$3,912,071"
Francisco Elson,2007,"$3,000,000","$3,912,071"
Martell Webster,2007,"$2,974,080","$3,878,271"
Luis Scola,2007,"$2,910,000","$3,794,709"
Eddie Griffin,2007,"$2,900,000","$3,781,669"
Damien Wilkins,2007,"$2,900,000","$3,781,669"
James Jones,2007,"$2,900,000","$3,781,669"
Brandon Roy,2007,"$2,883,120","$3,759,657"
Anthony Johnson,2007,"$2,860,000","$3,729,508"
Andre Iguodala,2007,"$2,804,889","$3,657,642"
Yi Jianlian,2007,"$2,777,760","$3,622,265"
Alonzo Mourning,2007,"$2,762,500","$3,602,366"
Primoz Brezec,2007,"$2,750,000","$3,586,065"
Charlie Villanueva,2007,"$2,715,000","$3,540,425"
Matt Bonner,2007,"$2,678,000","$3,492,176"
Andris Biedrins,2007,"$2,636,696","$3,438,314"
Randy Foye,2007,"$2,631,840","$3,431,982"
Robert Swift,2007,"$2,601,113","$3,391,913"
Sebastian Telfair,2007,"$2,562,426","$3,341,464"
Juan Dixon,2007,"$2,550,000","$3,325,261"
Corey Brewer,2007,"$2,535,720","$3,306,639"
Beno Udrih,2007,"$2,535,445","$3,306,280"
Kris Humphries,2007,"$2,522,913","$3,289,938"
Bostjan Nachbar,2007,"$2,500,000","$3,260,059"
Chris Mihm,2007,"$2,500,000","$3,260,059"
Channing Frye,2007,"$2,487,240","$3,243,420"
Didier Ilunga-Mbenga,2007,"$2,483,569","$3,238,633"
Al Jefferson,2007,"$2,480,885","$3,235,133"
Jose Calderon,2007,"$2,471,604","$3,223,030"
Andray Blatche,2007,"$2,470,000","$3,220,939"
Keith Bogans,2007,"$2,440,000","$3,181,818"
Mark Madsen,2007,"$2,420,000","$3,155,737"
Rudy Gay,2007,"$2,411,160","$3,144,210"
Othella Harrington,2007,"$2,376,000","$3,098,360"
Devean George,2007,"$2,369,111","$3,089,377"
Kirk Snyder,2007,"$2,358,433","$3,075,453"
Jackie Butler,2007,"$2,350,000","$3,064,456"
Jarron Collins,2007,"$2,350,000","$3,064,456"
Brandan Wright,2007,"$2,323,080","$3,029,351"
Jason Hart,2007,"$2,300,000","$2,999,255"
Ike Diogu,2007,"$2,286,360","$2,981,468"
Bonzi Wells,2007,"$2,284,200","$2,978,651"
Lindsey Hunter,2007,"$2,250,000","$2,934,053"
Smush Parker,2007,"$2,250,000","$2,934,053"
Josh Smith,2007,"$2,243,543","$2,925,633"
Patrick O'Bryant,2007,"$2,216,400","$2,890,238"
Andrew Bynum,2007,"$2,172,000","$2,832,340"
DeSagana Diop,2007,"$2,146,000","$2,798,435"
Joakim Noah,2007,"$2,135,400","$2,784,612"
JR Smith,2007,"$2,134,067","$2,782,874"
Saer Sene,2007,"$2,105,520","$2,745,648"
Dorell Wright,2007,"$2,040,746","$2,661,181"
Spencer Hawes,2007,"$2,028,600","$2,645,343"
JJ Redick,2007,"$2,000,160","$2,608,256"
Jameer Nelson,2007,"$1,961,609","$2,557,985"
Walter Herrmann,2007,"$1,944,000","$2,535,022"
Vassilis Spanoulis,2007,"$1,944,000","$2,535,022"
Viktor Khryapa,2007,"$1,928,598","$2,514,938"
Acie Law,2007,"$1,927,080","$2,512,958"
Hilton Armstrong,2007,"$1,900,200","$2,477,906"
Ronald Murray,2007,"$1,890,000","$2,464,605"
Aaron Williams,2007,"$1,890,000","$2,464,605"
Nenad Krstic,2007,"$1,889,760","$2,464,292"
Delonte West,2007,"$1,889,760","$2,464,292"
Tony Allen,2007,"$1,868,141","$2,436,100"
Carlos Delfino,2007,"$1,868,141","$2,436,100"
Sean May,2007,"$1,862,160","$2,428,301"
Thaddeus Young,2007,"$1,830,720","$2,387,302"
Eddie Jones,2007,"$1,830,000","$2,386,363"
Jannero Pargo,2007,"$1,830,000","$2,386,363"
Grant Hill,2007,"$1,830,000","$2,386,363"
Maceo Baston,2007,"$1,830,000","$2,386,363"
Kevin Martin,2007,"$1,808,121","$2,357,833"
Thabo Sefolosha,2007,"$1,805,160","$2,353,971"
Kosta Perovic,2007,"$1,800,000","$2,347,243"
Rashad McCants,2007,"$1,769,160","$2,307,027"
Sasha Vujacic,2007,"$1,756,951","$2,291,106"
Chuck Hayes,2007,"$1,750,000","$2,282,041"
Maurice Evans,2007,"$1,740,000","$2,269,001"
Julian Wright,2007,"$1,739,160","$2,267,906"
David Harrison,2007,"$1,734,316","$2,261,589"
Ronnie Brewer,2007,"$1,715,040","$2,236,453"
Antoine Wright,2007,"$1,680,600","$2,191,542"
Al Thornton,2007,"$1,652,280","$2,154,612"
Cedric Simmons,2007,"$1,629,120","$2,124,411"
Brevin Knight,2007,"$1,600,000","$2,086,438"
Joey Graham,2007,"$1,596,600","$2,082,004"
Adrian Griffin,2007,"$1,593,000","$2,077,310"
Rodney Stuckey,2007,"$1,569,600","$2,046,796"
Rodney Carney,2007,"$1,547,760","$2,018,316"
Danny Granger,2007,"$1,516,800","$1,977,943"
Eddie House,2007,"$1,500,000","$1,956,035"
Travis Diener,2007,"$1,500,000","$1,956,035"
Nick Young,2007,"$1,491,240","$1,944,612"
Shawne Williams,2007,"$1,470,360","$1,917,384"
Gerald Green,2007,"$1,440,960","$1,879,046"
Justin Reed,2007,"$1,436,500","$1,873,230"
Sean Williams,2007,"$1,416,600","$1,847,280"
Hakim Warrick,2007,"$1,376,040","$1,794,389"
Marco Belinelli,2007,"$1,345,800","$1,754,955"
Oleksiy Pecherov,2007,"$1,345,800","$1,754,955"
Quincy Douby,2007,"$1,333,920","$1,739,463"
Javaris Crittenton,2007,"$1,285,200","$1,675,931"
Renaldo Balkman,2007,"$1,280,640","$1,669,985"
Nate Robinson,2007,"$1,268,160","$1,653,711"
Jason Smith,2007,"$1,233,840","$1,608,956"
Rajon Rondo,2007,"$1,229,280","$1,603,010"
Jacque Vaughn,2007,"$1,219,950","$1,590,844"
Scot Pollard,2007,"$1,219,590","$1,590,374"
Darrell Armstrong,2007,"$1,219,590","$1,590,374"
Derek Anderson,2007,"$1,219,590","$1,590,374"
Jeff McInnis,2007,"$1,219,590","$1,590,374"
Austin Croshere,2007,"$1,219,590","$1,590,374"
Dikembe Mutombo,2007,"$1,219,590","$1,590,374"
Eric Piatkowski,2007,"$1,219,590","$1,590,374"
Darrick Martin,2007,"$1,219,590","$1,590,374"
Jarrett Jack,2007,"$1,217,400","$1,587,518"
Devin Brown,2007,"$1,200,000","$1,564,828"
Jarvis Hayes,2007,"$1,200,000","$1,564,828"
Marcus Williams,2007,"$1,193,090","$1,555,817"
Daequan Cook,2007,"$1,184,400","$1,544,485"
Francisco Garcia,2007,"$1,168,800","$1,524,143"
Jared Dudley,2007,"$1,137,000","$1,482,675"
Josh Boone,2007,"$1,133,040","$1,477,511"
Luther Head,2007,"$1,122,000","$1,463,114"
Brian Skinner,2007,"$1,108,718","$1,445,794"
Anthony Carter,2007,"$1,103,225","$1,438,631"
Calvin Booth,2007,"$1,103,225","$1,438,631"
Ronnie Price,2007,"$1,100,000","$1,434,426"
Wilson Chandler,2007,"$1,091,640","$1,423,524"
Kyle Lowry,2007,"$1,087,680","$1,418,360"
Bernard Robinson,2007,"$1,080,000","$1,408,345"
Shavlik Randolph,2007,"$1,080,000","$1,408,345"
Johan Petro,2007,"$1,077,120","$1,404,590"
Shannon Brown,2007,"$1,044,120","$1,361,557"
Jason Maxiell,2007,"$1,041,360","$1,357,958"
Michael Ruffin,2007,"$1,033,930","$1,348,269"
Ryan Bowen,2007,"$1,033,930","$1,348,269"
Sean Marks,2007,"$1,033,930","$1,348,269"
DeShawn Stevenson,2007,"$1,033,930","$1,348,269"
Linas Kleiza,2007,"$1,011,360","$1,318,837"
Jordan Farmar,2007,"$1,009,560","$1,316,490"
Morris Almond,2007,"$1,005,960","$1,311,795"
Ime Udoka,2007,"$1,000,000","$1,304,023"
Malik Allen,2007,"$998,398","$1,301,934"
David Lee,2007,"$990,600","$1,291,766"
Maurice Ager,2007,"$974,400","$1,270,640"
Earl Barron,2007,"$973,328","$1,269,243"
Aaron Brooks,2007,"$972,720","$1,268,450"
Mardy Collins,2007,"$967,320","$1,261,408"
Arron Afflalo,2007,"$944,520","$1,231,676"
Ian Mahinmi,2007,"$938,760","$1,224,165"
Alando Tucker,2007,"$931,920","$1,215,246"
Melvin Ely,2007,"$895,341","$1,167,546"
Mile Ilic,2007,"$864,000","$1,126,676"
Justin Williams,2007,"$862,456","$1,124,663"
Kareem Rush,2007,"$854,957","$1,114,884"
Jeremy Richardson,2007,"$850,726","$1,109,365"
Casey Jacobsen,2007,"$826,269","$1,077,474"
Ronald Dupree,2007,"$826,046","$1,077,183"
Quinton Ross,2007,"$826,046","$1,077,183"
Royal Ivey,2007,"$826,046","$1,077,183"
Sergio Rodriguez,2007,"$817,000","$1,065,387"
Randolph Morris,2007,"$810,000","$1,056,259"
Mickael Gelabale,2007,"$802,000","$1,045,827"
Josh Powell,2007,"$800,000","$1,043,219"
Roger Mason,2007,"$798,328","$1,041,038"
Salim Stoudamire,2007,"$783,000","$1,021,050"
Billy Thomas,2007,"$775,426","$1,011,174"
Bobby Jones,2007,"$773,388","$1,008,516"
Dwayne Jones,2007,"$770,610","$1,004,893"
Brandon Bass,2007,"$770,610","$1,004,893"
Monta Ellis,2007,"$770,610","$1,004,893"
Stephen Graham,2007,"$770,610","$1,004,893"
Ronny Turiaf,2007,"$770,610","$1,004,893"
Ryan Gomes,2007,"$770,610","$1,004,893"
Louis Williams,2007,"$770,610","$1,004,893"
Von Wafer,2007,"$770,610","$1,004,893"
CJ Miles,2007,"$770,610","$1,004,893"
Dahntay Jones,2007,"$753,767","$982,930"
Kyrylo Fesenko,2007,"$750,000","$978,017"
Solomon Jones,2007,"$729,000","$950,633"
Andre Brown,2007,"$711,517","$927,835"
Awvee Storey,2007,"$711,517","$927,835"
Leon Powe,2007,"$687,456","$896,459"
Ryan Hollins,2007,"$687,456","$896,459"
Daniel Gibson,2007,"$687,456","$896,459"
Jose Juan Barea,2007,"$687,456","$896,459"
Yakhouba Diawara,2007,"$687,456","$896,459"
Kelenna Azubuike,2007,"$687,456","$896,459"
Steve Novak,2007,"$687,456","$896,459"
Andre Owens,2007,"$687,456","$896,459"
Paul Davis,2007,"$687,456","$896,459"
Marcus Vinicius,2007,"$687,456","$896,459"
Chris Quinn,2007,"$687,456","$896,459"
Alexander Johnson,2007,"$687,456","$896,459"
David Noel,2007,"$687,456","$896,459"
Craig Smith,2007,"$687,456","$896,459"
James Augustine,2007,"$687,456","$896,459"
Juaquin Hawkins,2007,"$687,456","$896,459"
Paul Millsap,2007,"$687,456","$896,459"
Gabe Pruitt,2007,"$650,000","$847,615"
Richie Frahm,2007,"$623,694","$813,311"
Juan Carlos Navarro,2007,"$538,090","$701,682"
Earl Boykins,2007,"$533,572","$695,790"
Clifford Robinson,2007,"$500,000","$652,011"
Arvydas Macijauskas,2007,"$500,000","$652,011"
Mario West,2007,"$427,163","$557,030"
Glen Davis,2007,"$427,163","$557,030"
Jermareo Davidson,2007,"$427,163","$557,030"
Aaron Gray,2007,"$427,163","$557,030"
Demetris Nichols,2007,"$427,163","$557,030"
JamesOn Curry,2007,"$427,163","$557,030"
Nick Fazekas,2007,"$427,163","$557,030"
Taurean Green,2007,"$427,163","$557,030"
Cheikh Samb,2007,"$427,163","$557,030"
Carl Landry,2007,"$427,163","$557,030"
Adam Haluska,2007,"$427,163","$557,030"
Coby Karl,2007,"$427,163","$557,030"
Joel Anthony,2007,"$427,163","$557,030"
Ramon Sessions,2007,"$427,163","$557,030"
Chris Richard,2007,"$427,163","$557,030"
Marcin Gortat,2007,"$427,163","$557,030"
Herbert Hill,2007,"$427,163","$557,030"
D.J. Strawberry,2007,"$427,163","$557,030"
Josh McRoberts,2007,"$427,163","$557,030"
Jamario Moon,2007,"$427,163","$557,030"
Dominic McGuire,2007,"$427,163","$557,030"
Anfernee Hardaway,2007,"$320,142","$417,472"
Ruben Patterson,2007,"$304,897","$397,592"
Linton Johnson,2007,"$283,953","$370,281"
Luke Jackson,2007,"$279,415","$364,363"
Keith Langford,2007,"$272,316","$355,106"
Kaniel Dickens,2007,"$264,897","$345,432"
David Wesley,2007,"$250,000","$326,005"
Mike Wilks,2007,"$229,432","$299,184"
Tarence Kinsey,2007,"$219,533","$286,276"
Bo Outlaw,2007,"$160,071","$208,736"
Darius Washington,2007,"$154,847","$201,924"
Eddie Gill,2007,"$151,089","$197,023"
Jelani McCoy,2007,"$151,089","$197,023"
Brandon Wallace,2007,"$130,819","$170,591"
CJ Watson,2007,"$125,479","$163,627"
Courtney Sims,2007,"$112,130","$146,220"
Darryl Watkins,2007,"$109,461","$142,739"
Thomas Gardner,2007,"$101,451","$132,294"
Orien Greene,2007,"$77,061","$100,489"
Guillermo Diaz,2007,"$56,065","$73,110"
Stephane Lasme,2007,"$48,056","$62,666"
DerMarr Johnson,2007,"$42,203","$55,033"
Kevin Garnett,2008,"$24,751,934","$30,733,731"
Jason Kidd,2008,"$21,372,000","$26,536,969"
Jermaine O'Neal,2008,"$21,372,000","$26,536,969"
Kobe Bryant,2008,"$21,262,500","$26,401,006"
Shaquille O'Neal,2008,"$21,000,000","$26,075,067"
Allen Iverson,2008,"$20,840,625","$25,877,176"
Stephon Marbury,2008,"$20,840,625","$25,877,176"
Tim Duncan,2008,"$20,598,704","$25,576,790"
Tracy McGrady,2008,"$20,370,437","$25,293,358"
Steve Francis,2008,"$19,816,550","$24,605,612"
Ray Allen,2008,"$18,388,430","$22,832,360"
Dirk Nowitzki,2008,"$18,077,904","$22,446,789"
Paul Pierce,2008,"$18,077,903","$22,446,788"
Shawn Marion,2008,"$17,810,000","$22,114,140"
Rashard Lewis,2008,"$16,447,871","$20,422,826"
Michael Redd,2008,"$15,780,000","$19,593,551"
Pau Gasol,2008,"$15,106,000","$18,756,665"
Andrei Kirilenko,2008,"$15,106,000","$18,756,665"
Yao Ming,2008,"$15,070,550","$18,712,648"
Amare Stoudemire,2008,"$15,070,550","$18,712,648"
Mike Bibby,2008,"$14,983,603","$18,604,688"
Vince Carter,2008,"$14,724,125","$18,282,502"
Zach Randolph,2008,"$14,666,667","$18,211,159"
Gilbert Arenas,2008,"$14,653,466","$18,194,767"
Ben Wallace,2008,"$14,500,000","$18,004,213"
Kenyon Martin,2008,"$14,431,816","$17,919,551"
LeBron James,2008,"$14,410,581","$17,893,184"
Carmelo Anthony,2008,"$14,410,581","$17,893,184"
Dwyane Wade,2008,"$14,410,581","$17,893,184"
Chris Bosh,2008,"$14,410,581","$17,893,184"
Joe Johnson,2008,"$14,232,567","$17,672,150"
Lamar Odom,2008,"$14,148,596","$17,567,885"
Rasheed Wallace,2008,"$13,930,000","$17,296,461"
Wally Szczerbiak,2008,"$13,775,000","$17,104,002"
Dwight Howard,2008,"$13,758,000","$17,082,894"
Elton Brand,2008,"$13,757,844","$17,082,700"
Richard Jefferson,2008,"$13,200,000","$16,390,042"
Larry Hughes,2008,"$12,827,676","$15,927,739"
Raef LaFrentz,2008,"$12,722,500","$15,797,145"
Jason Richardson,2008,"$12,664,335","$15,724,922"
Predrag Stojakovic,2008,"$12,528,000","$15,555,640"
Steve Nash,2008,"$12,250,000","$15,210,456"
Carlos Boozer,2008,"$11,593,817","$14,395,693"
Erick Dampier,2008,"$11,553,000","$14,345,012"
Tony Parker,2008,"$11,550,000","$14,341,287"
Brad Miller,2008,"$11,375,000","$14,123,995"
Tyson Chandler,2008,"$11,350,000","$14,092,953"
Andre Iguodala,2008,"$11,300,000","$14,030,869"
Baron Davis,2008,"$11,250,000","$13,968,786"
Samuel Dalembert,2008,"$11,238,564","$13,954,586"
Chauncey Billups,2008,"$11,050,000","$13,720,452"
Monta Ellis,2008,"$11,000,000","$13,658,368"
Al Jefferson,2008,"$11,000,000","$13,658,368"
Zydrunas Ilgauskas,2008,"$10,841,615","$13,461,707"
Richard Hamilton,2008,"$10,812,500","$13,425,555"
Bobby Simmons,2008,"$10,602,667","$13,165,012"
Andre Miller,2008,"$10,333,334","$12,830,589"
Troy Murphy,2008,"$10,126,984","$12,574,371"
Josh Smith,2008,"$10,000,000","$12,416,699"
Kirk Hinrich,2008,"$10,000,000","$12,416,699"
Marcus Camby,2008,"$10,000,000","$12,416,699"
Josh Howard,2008,"$9,945,000","$12,348,407"
Antawn Jamison,2008,"$9,923,285","$12,321,444"
Manu Ginobili,2008,"$9,905,248","$12,299,048"
David West,2008,"$9,862,500","$12,245,969"
Eddy Curry,2008,"$9,723,983","$12,073,977"
Darius Miles,2008,"$9,704,752","$12,050,098"
Nenê,2008,"$9,680,000","$12,019,364"
Emeka Okafor,2008,"$9,537,500","$11,842,426"
Gerald Wallace,2008,"$9,500,000","$11,795,864"
Tayshaun Prince,2008,"$9,500,000","$11,795,864"
Chris Kaman,2008,"$9,500,000","$11,795,864"
Luol Deng,2008,"$9,385,000","$11,653,072"
Caron Butler,2008,"$9,249,980","$11,485,421"
Al Harrington,2008,"$9,226,250","$11,455,956"
Jason Terry,2008,"$9,196,000","$11,418,396"
Cuttino Mobley,2008,"$9,100,000","$11,299,196"
Mike Miller,2008,"$9,028,575","$11,210,509"
Boris Diaw,2008,"$9,000,000","$11,175,029"
Andris Biedrins,2008,"$9,000,000","$11,175,029"
Mike Dunleavy,2008,"$9,000,000","$11,175,029"
Antoine Walker,2008,"$8,854,475","$10,994,335"
Kevin Martin,2008,"$8,760,335","$10,877,444"
Quentin Richardson,2008,"$8,685,500","$10,784,523"
Jamal Crawford,2008,"$8,640,000","$10,728,027"
Kenny Thomas,2008,"$8,562,500","$10,631,798"
Mark Blount,2008,"$8,513,916","$10,571,473"
Mehmet Okur,2008,"$8,500,000","$10,554,194"
Radoslav Nesterovic,2008,"$8,400,000","$10,430,027"
Juwan Howard,2008,"$8,355,619","$10,374,920"
Maurice Williams,2008,"$8,353,000","$10,371,668"
Corey Maggette,2008,"$8,275,862","$10,275,888"
Adonal Foyle,2008,"$8,062,275","$10,010,683"
TJ Ford,2008,"$8,000,000","$9,933,359"
Andres Nocioni,2008,"$8,000,000","$9,933,359"
Devin Harris,2008,"$7,800,000","$9,685,025"
Jameer Nelson,2008,"$7,700,000","$9,560,858"
Malik Rose,2008,"$7,647,500","$9,495,670"
Jose Calderon,2008,"$7,438,018","$9,235,563"
Metta World Peace,2008,"$7,400,000","$9,188,357"
Eric Snow,2008,"$7,312,500","$9,079,711"
Donyell Marshall,2008,"$7,213,169","$8,956,373"
Drew Gooden,2008,"$7,151,183","$8,879,408"
Stephen Jackson,2008,"$7,140,000","$8,865,523"
Darko Milicic,2008,"$7,020,000","$8,716,522"
Jerry Stackhouse,2008,"$7,000,000","$8,691,689"
Marquis Daniels,2008,"$6,864,200","$8,523,070"
Hidayet Turkoglu,2008,"$6,864,200","$8,523,070"
Etan Thomas,2008,"$6,864,200","$8,523,070"
Jamaal Tinsley,2008,"$6,750,000","$8,381,271"
Chris Wilcox,2008,"$6,750,000","$8,381,271"
Marko Jaric,2008,"$6,575,000","$8,163,979"
Udonis Haslem,2008,"$6,575,000","$8,163,979"
Luke Ridnour,2008,"$6,500,000","$8,070,854"
Bobby Jackson,2008,"$6,487,888","$8,055,815"
Shane Battier,2008,"$6,448,900","$8,007,405"
Ben Gordon,2008,"$6,404,750","$7,952,585"
Nick Collison,2008,"$6,350,000","$7,884,603"
Joel Przybilla,2008,"$6,310,150","$7,835,123"
Brian Cardinal,2008,"$6,300,000","$7,822,520"
Andrew Bogut,2008,"$6,294,310","$7,815,455"
Dan Gadzuric,2008,"$6,250,195","$7,760,679"
Mike James,2008,"$6,244,093","$7,753,102"
Stromile Swift,2008,"$6,200,000","$7,698,353"
Jerome James,2008,"$6,200,000","$7,698,353"
Jason Collins,2008,"$6,200,000","$7,698,353"
Antonio Daniels,2008,"$6,200,000","$7,698,353"
Earl Watson,2008,"$6,200,000","$7,698,353"
Leandro Barbosa,2008,"$6,100,000","$7,574,186"
Nazr Mohammed,2008,"$6,049,400","$7,511,357"
Vladimir Radmanovic,2008,"$6,049,400","$7,511,357"
Tim Thomas,2008,"$6,049,400","$7,511,357"
Jared Jeffries,2008,"$6,049,400","$7,511,357"
Matt Harpring,2008,"$6,000,000","$7,450,019"
Anderson Varejao,2008,"$5,784,480","$7,182,414"
Jason Kapono,2008,"$5,784,480","$7,182,414"
Speedy Claxton,2008,"$5,757,818","$7,149,309"
Tony Battie,2008,"$5,746,000","$7,134,635"
Marvin Williams,2008,"$5,636,143","$6,998,229"
Mikki Moore,2008,"$5,632,200","$6,993,333"
Morris Peterson,2008,"$5,592,240","$6,943,716"
DeSagana Diop,2008,"$5,585,000","$6,934,726"
James Posey,2008,"$5,585,000","$6,934,726"
Chris Duhon,2008,"$5,585,000","$6,934,726"
Beno Udrih,2008,"$5,585,000","$6,934,726"
Jeff Foster,2008,"$5,500,000","$6,829,184"
Brendan Haywood,2008,"$5,500,000","$6,829,184"
Desmond Mason,2008,"$5,300,000","$6,580,850"
Mickael Pietrus,2008,"$5,300,000","$6,580,850"
Andrea Bargnani,2008,"$5,176,440","$6,427,429"
John Salmons,2008,"$5,104,000","$6,337,483"
Deron Williams,2008,"$5,069,449","$6,294,582"
Matt Carroll,2008,"$5,050,000","$6,270,433"
Greg Oden,2008,"$5,011,680","$6,222,852"
Raja Bell,2008,"$5,000,000","$6,208,349"
JR Smith,2008,"$4,985,001","$6,189,725"
Kyle Korver,2008,"$4,956,818","$6,154,731"
Rafer Alston,2008,"$4,900,000","$6,084,182"
Derrick Rose,2008,"$4,822,800","$5,988,325"
Joe Smith,2008,"$4,795,000","$5,953,807"
Nenad Krstic,2008,"$4,778,548","$5,933,379"
Derek Fisher,2008,"$4,700,000","$5,835,848"
Reggie Evans,2008,"$4,640,000","$5,761,348"
LaMarcus Aldridge,2008,"$4,631,400","$5,750,669"
Kendrick Perkins,2008,"$4,578,880","$5,685,457"
Chris Paul,2008,"$4,574,189","$5,679,632"
Anthony Parker,2008,"$4,550,000","$5,649,598"
Sasha Vujacic,2008,"$4,524,887","$5,618,416"
Aleksandar Pavlovic,2008,"$4,500,000","$5,587,514"
Ronny Turiaf,2008,"$4,500,000","$5,587,514"
Louis Williams,2008,"$4,500,000","$5,587,514"
Kevin Durant,2008,"$4,484,040","$5,567,697"
Damon Jones,2008,"$4,460,186","$5,538,078"
Luke Walton,2008,"$4,420,000","$5,488,180"
Trenton Hassell,2008,"$4,350,000","$5,401,264"
Jorge Garbajosa,2008,"$4,350,000","$5,401,264"
Michael Beasley,2008,"$4,314,960","$5,357,755"
Marcus Banks,2008,"$4,260,000","$5,289,513"
Steve Blake,2008,"$4,250,000","$5,277,097"
Darius Songaila,2008,"$4,235,000","$5,258,472"
Kurt Thomas,2008,"$4,200,000","$5,215,013"
Adam Morrison,2008,"$4,159,200","$5,164,353"
Raymond Felton,2008,"$4,148,716","$5,151,335"
Al Horford,2008,"$4,026,720","$4,999,857"
Greg Buckner,2008,"$4,010,005","$4,979,102"
James Jones,2008,"$4,010,000","$4,979,096"
Zaza Pachulia,2008,"$4,000,000","$4,966,679"
Kwame Brown,2008,"$4,000,000","$4,966,679"
Travis Outlaw,2008,"$4,000,000","$4,966,679"
Bruce Bowen,2008,"$4,000,000","$4,966,679"
Antonio McDyess,2008,"$3,950,419","$4,905,115"
OJ Mayo,2008,"$3,875,040","$4,811,520"
Steven Hunter,2008,"$3,862,600","$4,796,074"
Delonte West,2008,"$3,850,000","$4,780,429"
Martell Webster,2008,"$3,771,133","$4,682,502"
Tyrus Thomas,2008,"$3,749,880","$4,656,113"
Daniel Gibson,2008,"$3,700,000","$4,594,178"
CJ Miles,2008,"$3,700,000","$4,594,178"
Amir Johnson,2008,"$3,666,667","$4,552,790"
Ryan Gomes,2008,"$3,650,000","$4,532,095"
Mike Conley,2008,"$3,630,480","$4,507,857"
Rasual Butler,2008,"$3,630,000","$4,507,261"
